Station: Bern-Bollwerk
Urbain, trafic
Moyennes horaires, PREC: Sommes horaires
heure d'hiver
Source:: NABEL/MeteoSchweiz
Date/heure;O3 [痢/m設;NO2 [痢/m設;CO [mg/m設;PM10 [痢/m設;CPC [1/cm設;EC [痢/m設;NOX [痢/m設;TEMP [蚓];PREC [mm];RAD [W/m淫
31.01.2016 04:00;60.6;11.9;0.20;1.9;6828.7;;17.9;7.5;1.3;-2.6
31.01.2016 05:00;57.0;15.4;0.20;1.8;8758.5;;26.8;7.3;1.0;-2.7
31.01.2016 06:00;58.9;11.5;0.20;1.4;6479.3;;16.8;7.2;0.5;-2.7
31.01.2016 07:00;56.5;10.3;0.20;1.1;5177.0;;12.0;7.0;0.6;-2.5
31.01.2016 08:00;57.8;7.3;0.20;1.1;4356.4;;8.0;7.0;1.0;-1.9
31.01.2016 09:00;53.9;11.9;0.20;1.6;5374.3;;14.8;7.1;0.7;7.7
31.01.2016 10:00;40.6;27.5;0.30;2.2;9789.2;;43.4;7.2;0.5;32.7
31.01.2016 11:00;33.0;35.6;0.30;3.6;10845.8;;57.4;7.7;0.0;55.3
31.01.2016 12:00;59.8;12.4;0.20;2.4;4803.0;;18.9;9.4;0.2;79.1
31.01.2016 13:00;55.4;15.5;0.20;2.5;6163.8;;22.0;9.1;0.5;107.2
31.01.2016 14:00;55.7;16.5;0.20;2.6;6722.7;;25.0;9.7;0.0;123.5
31.01.2016 15:00;54.6;16.7;0.20;2.9;6231.5;;24.3;10.5;0.0;88.5
31.01.2016 16:00;54.3;16.8;0.20;2.4;6501.5;;25.2;11.0;0.0;71.5
31.01.2016 17:00;54.0;16.8;0.30;2.6;7112.5;;24.9;11.5;0.0;37.4
31.01.2016 18:00;51.2;18.5;0.20;4.3;8275.9;;26.9;11.7;0.0;3.1
31.01.2016 19:00;49.3;19.4;0.30;3.1;9245.1;;29.3;11.4;0.0;-4.0
31.01.2016 20:00;52.4;14.4;0.20;3.2;7027.8;;21.6;11.1;0.0;-4.7
31.01.2016 21:00;51.0;14.0;0.30;2.8;7151.3;;20.0;11.1;0.1;-4.1
31.01.2016 22:00;47.8;17.6;0.20;2.3;6329.0;;25.7;11.0;0.3;-3.7
31.01.2016 23:00;51.8;11.4;0.20;1.5;4733.6;;16.6;11.1;0.3;-3.9
01.02.2016 00:00;51.6;11.2;0.20;1.5;4278.8;;15.4;11.5;0.0;-3.6
01.02.2016 01:00;54.4;7.3;0.20;0.9;2883.2;;11.3;12.1;0.0;-3.2
01.02.2016 02:00;54.6;4.4;0.20;0.9;2863.9;;5.8;12.2;0.0;-2.2
01.02.2016 03:00;56.3;2.9;0.20;0.8;2892.6;;3.8;12.6;0.0;-2.0
01.02.2016 04:00;53.0;6.9;0.20;0.8;2505.9;;9.4;12.3;0.0;-2.5
01.02.2016 05:00;39.9;19.6;0.20;2.7;3489.1;;27.2;11.9;0.0;-3.0
01.02.2016 06:00;38.2;20.7;0.20;4.8;6540.5;;34.2;11.8;0.0;-3.2
01.02.2016 07:00;23.9;42.3;0.30;2.1;17356.9;;92.8;11.8;0.0;-2.9
01.02.2016 08:00;16.6;65.3;0.40;7.5;27986.3;;154.5;11.8;0.0;-1.6
01.02.2016 09:00;17.8;60.3;0.30;6.8;26109.9;;129.6;11.9;0.0;18.7
01.02.2016 10:00;25.0;43.7;0.30;8.4;18212.6;;86.6;12.1;0.0;112.2
01.02.2016 11:00;36.6;29.9;0.30;21.5;13330.0;;57.5;12.9;0.0;314.4
01.02.2016 12:00;35.7;31.9;0.30;21.3;15808.4;;59.8;13.1;0.0;150.5
01.02.2016 13:00;42.5;23.1;0.30;12.2;15509.5;;37.0;12.1;0.0;163.9
01.02.2016 14:00;43.9;27.0;0.30;13.6;18748.9;;51.7;12.5;0.0;236.4
01.02.2016 15:00;48.6;25.2;0.20;15.6;20217.3;;42.6;12.6;0.0;173.5
01.02.2016 16:00;46.5;29.8;0.30;14.3;13150.6;;52.1;11.8;0.0;124.2
01.02.2016 17:00;46.3;30.1;0.30;17.6;12306.3;;47.3;10.9;0.0;54.1
01.02.2016 18:00;31.6;50.8;0.40;18.6;20688.0;;84.6;10.5;0.0;3.1
01.02.2016 19:00;16.0;61.8;0.50;19.2;32389.7;;109.5;10.1;0.0;-4.0
01.02.2016 20:00;11.8;61.9;0.50;16.1;25766.9;;115.5;9.6;0.0;-3.6
01.02.2016 21:00;18.0;52.2;0.40;16.8;22996.4;;78.2;9.8;0.0;-3.5
01.02.2016 22:00;14.4;53.7;0.50;12.6;23016.8;;98.2;9.1;0.0;-3.8
01.02.2016 23:00;11.4;52.2;0.40;13.5;19118.8;;100.0;8.1;0.0;-3.4
02.02.2016 00:00;6.9;51.8;0.50;11.0;19653.8;;107.4;7.9;0.0;-2.7
02.02.2016 01:00;9.6;36.7;0.40;11.5;17754.2;;64.6;7.3;0.0;-2.3
02.02.2016 02:00;12.5;27.9;0.30;10.9;9862.6;;48.4;6.7;0.0;-2.5
02.02.2016 03:00;16.1;19.5;0.30;8.2;8653.8;;26.9;6.5;0.0;-2.6
02.02.2016 04:00;15.9;17.2;0.30;8.7;9220.8;;30.7;6.2;0.0;-2.4
02.02.2016 05:00;13.7;20.2;0.30;10.2;8188.2;;38.7;6.3;0.0;-2.3
02.02.2016 06:00;9.3;28.0;0.30;16.7;18471.7;;85.3;6.1;0.0;-2.8
02.02.2016 07:00;3.7;44.3;0.40;20.6;27822.7;;162.2;6.4;0.0;-2.8
02.02.2016 08:00;1.8;72.6;0.60;25.9;42212.9;;282.2;6.3;0.0;-2.6
02.02.2016 09:00;2.0;72.1;0.60;30.0;51239.0;;307.8;6.3;0.0;31.5
02.02.2016 10:00;3.0;59.5;0.60;31.7;52078.0;;276.7;6.3;0.0;90.7
02.02.2016 11:00;3.4;60.9;0.60;31.0;40905.8;;277.8;7.2;0.0;161.7
02.02.2016 12:00;17.6;50.5;0.50;25.7;22037.9;;140.2;9.0;0.0;257.3
02.02.2016 13:00;43.2;26.7;0.30;14.9;11658.6;;47.7;10.8;0.0;406.3
02.02.2016 14:00;49.3;23.5;0.30;10.6;9894.2;;43.2;11.6;0.0;451.4
02.02.2016 15:00;54.4;21.9;0.20;10.2;10833.3;;36.3;12.1;0.0;397.2
02.02.2016 16:00;47.3;29.0;0.30;11.9;15678.1;;47.3;12.0;0.0;178.3
02.02.2016 17:00;36.6;38.5;0.30;17.1;14976.2;;60.3;11.4;0.0;62.1
02.02.2016 18:00;30.3;47.3;0.40;16.1;25901.8;;77.6;10.3;0.0;3.3
02.02.2016 19:00;43.9;29.4;0.30;14.5;12946.5;;43.7;9.8;0.0;-3.2
02.02.2016 20:00;50.2;22.5;0.30;9.2;10942.8;;32.0;9.6;0.0;-3.6
02.02.2016 21:00;48.0;25.2;0.20;7.7;9882.6;;37.7;9.4;0.0;-3.9
02.02.2016 22:00;44.2;24.6;0.30;8.9;10234.6;;33.7;9.5;0.0;-3.1
02.02.2016 23:00;45.6;25.4;0.30;8.4;10276.6;;38.0;9.6;0.0;-3.4
03.02.2016 00:00;53.7;16.6;0.20;5.3;5900.0;;22.6;9.5;0.0;-3.0
03.02.2016 01:00;56.6;16.3;0.20;4.7;5143.9;;22.5;9.9;0.0;-2.4
03.02.2016 02:00;63.0;8.8;0.20;3.2;4252.7;;10.5;9.9;0.0;-3.0
03.02.2016 03:00;60.8;9.1;0.20;2.6;4301.2;;10.5;9.6;0.0;-2.2
03.02.2016 04:00;41.9;16.0;0.20;5.8;7086.6;;21.9;8.8;0.0;-2.0
03.02.2016 05:00;29.4;22.2;0.30;8.8;11955.5;;43.6;7.9;0.0;-2.1
03.02.2016 06:00;27.0;33.5;0.20;9.6;10413.4;;62.1;7.8;1.2;-3.4
03.02.2016 07:00;32.1;35.4;0.30;6.6;15161.3;;65.5;7.2;2.8;-1.8
03.02.2016 08:00;17.2;58.3;0.40;9.2;19226.9;;110.9;7.0;0.7;-2.0
03.02.2016 09:00;41.3;31.3;0.30;6.7;10513.6;;45.9;6.1;2.9;1.2
03.02.2016 10:00;34.1;58.6;0.40;3.9;21624.6;;128.7;4.5;0.6;12.6
03.02.2016 11:00;26.3;76.3;0.40;4.6;20970.2;;168.6;4.5;0.0;38.0
03.02.2016 12:00;28.0;67.6;0.40;6.3;24578.3;;184.1;4.4;0.0;198.3
03.02.2016 13:00;48.5;38.9;0.30;6.7;14669.9;;78.5;5.8;0.0;111.4
03.02.2016 14:00;56.9;27.9;0.30;6.4;12808.0;;44.4;4.9;0.5;53.2
03.02.2016 15:00;52.7;37.6;0.30;5.4;15165.0;;63.1;4.1;0.1;66.8
03.02.2016 16:00;47.1;41.7;0.30;5.4;15881.4;;67.1;3.5;0.6;29.1
03.02.2016 17:00;48.0;44.4;0.30;4.7;13647.6;;71.3;3.1;0.0;24.0
03.02.2016 18:00;41.7;47.9;0.40;6.8;16297.1;;75.4;2.6;0.0;1.0
03.02.2016 19:00;40.1;44.3;0.40;5.7;16862.3;;65.8;2.8;0.0;-3.6
03.02.2016 20:00;41.2;43.3;0.40;6.7;17615.0;;63.2;1.9;0.0;-3.0
03.02.2016 21:00;37.8;38.9;0.40;6.8;19040.1;;66.6;2.3;0.0;-3.5
03.02.2016 22:00;53.2;25.1;0.40;6.6;12421.5;;32.3;1.4;0.1;-2.6
03.02.2016 23:00;51.7;25.2;0.30;5.8;9496.7;;36.7;1.5;0.2;-3.2
04.02.2016 00:00;58.6;18.5;0.30;5.4;7502.3;;25.6;1.7;0.0;-2.8
04.02.2016 01:00;58.3;17.6;0.30;4.8;5284.2;;25.2;2.0;0.0;-3.3
04.02.2016 02:00;65.1;8.0;0.20;3.0;4220.0;;9.8;2.1;0.0;-2.6
04.02.2016 03:00;64.7;6.9;0.20;2.6;4795.2;;7.4;2.3;0.0;-2.7
04.02.2016 04:00;59.3;10.3;0.30;2.8;5126.9;;12.2;1.9;0.2;-2.6
04.02.2016 05:00;56.5;11.6;0.20;3.3;5532.4;;13.6;1.6;0.0;-3.6
04.02.2016 06:00;40.2;27.5;0.30;4.8;10018.1;;42.7;1.5;0.2;-2.9
04.02.2016 07:00;36.8;37.4;0.30;5.6;15427.5;;66.2;2.1;0.0;-3.2
04.02.2016 08:00;14.9;74.1;0.50;8.9;25258.6;;159.2;1.7;0.0;-2.6
04.02.2016 09:00;13.0;81.0;0.60;10.7;36351.3;;216.2;2.2;0.0;12.8
04.02.2016 10:00;27.1;54.9;0.30;9.1;17197.3;;115.7;3.0;0.0;67.6
04.02.2016 11:00;33.5;45.9;0.30;8.3;16441.1;;91.1;3.3;0.0;134.9
04.02.2016 12:00;40.8;39.1;0.30;8.0;15671.5;;70.9;3.9;0.0;172.4
04.02.2016 13:00;45.3;32.2;0.30;16.7;15517.0;;52.2;4.6;0.0;163.5
04.02.2016 14:00;39.9;40.5;0.30;22.0;18582.9;;73.2;4.7;0.0;103.9
04.02.2016 15:00;46.2;32.8;0.30;18.7;12563.5;;55.4;4.8;0.0;99.8
04.02.2016 16:00;45.3;32.4;0.30;9.9;12556.0;;58.2;4.3;0.0;61.6
04.02.2016 17:00;43.4;35.7;0.30;14.6;16734.8;;60.8;4.4;0.0;25.3
04.02.2016 18:00;42.1;37.1;0.40;8.9;15930.8;;63.5;4.1;0.0;3.1
04.02.2016 19:00;42.2;34.7;0.30;4.7;16088.7;;63.0;3.5;0.0;-3.2
04.02.2016 20:00;44.5;28.9;0.40;4.4;12279.0;;43.1;3.7;0.0;-3.5
04.02.2016 21:00;48.5;27.5;0.30;3.6;12261.0;;40.4;4.3;0.2;-3.6
04.02.2016 22:00;41.8;35.4;0.40;4.6;15208.7;;54.0;4.6;0.0;-3.4
04.02.2016 23:00;35.3;39.9;0.40;4.8;14079.9;;69.6;5.2;0.0;-3.7
05.02.2016 00:00;36.3;33.7;0.40;3.5;14872.6;;55.5;5.4;0.0;-3.0
05.02.2016 01:00;37.1;29.8;0.30;3.2;9582.9;;43.4;5.2;0.0;-2.7
05.02.2016 02:00;31.8;31.9;0.30;3.2;9120.7;;53.7;4.7;0.0;-1.1
05.02.2016 03:00;32.9;32.8;0.30;2.7;9758.0;;55.0;4.8;0.0;-1.4
05.02.2016 04:00;37.3;18.7;0.30;3.8;7249.2;;28.0;4.3;0.1;-1.6
05.02.2016 05:00;33.6;19.1;0.30;5.7;7198.5;;25.2;3.8;0.0;-2.4
05.02.2016 06:00;31.9;19.6;0.30;7.3;7502.0;;30.2;3.6;0.0;-2.1
05.02.2016 07:00;11.3;46.7;0.40;9.3;17066.1;;96.6;3.5;0.0;-2.2
05.02.2016 08:00;3.8;85.8;0.60;11.4;37799.8;;248.9;4.3;0.0;-0.7
05.02.2016 09:00;2.5;85.0;0.60;10.6;37623.5;;281.6;4.7;0.0;25.3
05.02.2016 10:00;4.8;67.5;0.50;13.4;31101.2;;238.3;4.9;0.0;85.6
05.02.2016 11:00;7.7;65.4;0.60;10.0;38068.7;;227.7;5.5;0.0;291.7
05.02.2016 12:00;12.6;53.9;0.50;12.8;28310.5;;154.6;7.0;0.0;415.7
05.02.2016 13:00;21.8;48.1;0.50;24.6;27757.2;;121.5;8.7;0.0;470.7
05.02.2016 14:00;27.2;44.5;0.50;23.5;23229.7;;110.6;9.4;0.0;447.5
05.02.2016 15:00;24.8;58.9;0.40;15.9;36790.0;;153.3;10.3;0.0;384.8
05.02.2016 16:00;24.9;54.6;0.50;20.7;23364.4;;127.0;10.4;0.0;269.6
05.02.2016 17:00;21.8;52.7;0.40;21.5;19185.1;;100.1;9.8;0.0;135.4
05.02.2016 18:00;10.9;65.6;0.50;24.8;24229.6;;136.7;9.2;0.0;10.3
05.02.2016 19:00;12.3;60.9;0.50;16.3;28386.7;;114.4;8.5;0.0;-4.3
05.02.2016 20:00;3.6;65.2;0.70;20.9;38151.9;;152.0;7.3;0.0;-3.6
05.02.2016 21:00;3.5;52.6;0.60;20.5;33251.6;;107.3;6.2;0.0;-3.6
05.02.2016 22:00;2.6;49.2;0.60;22.9;30489.8;;116.1;4.8;0.0;-3.4
05.02.2016 23:00;1.6;42.9;0.60;19.7;31863.9;;116.6;4.3;0.0;-3.6
06.02.2016 00:00;2.5;46.1;0.70;19.8;26728.6;;133.4;3.6;0.0;-3.5
06.02.2016 01:00;2.9;37.0;0.60;19.3;21256.8;;102.4;3.0;0.0;-3.3
06.02.2016 02:00;3.3;40.5;0.50;16.2;19418.7;;106.6;2.7;0.0;-3.2
06.02.2016 03:00;4.8;37.7;0.40;14.6;19379.1;;92.5;2.4;0.0;-3.5
06.02.2016 04:00;4.3;35.5;0.40;14.7;19496.7;;82.8;2.3;0.0;-3.3
06.02.2016 05:00;3.7;33.2;0.40;15.3;17542.6;;94.4;2.0;0.0;-3.4
06.02.2016 06:00;3.1;31.2;0.50;14.6;19105.7;;122.5;1.8;0.0;-3.1
06.02.2016 07:00;3.0;26.3;0.40;18.2;19429.4;;84.8;1.1;0.0;-3.2
06.02.2016 08:00;2.0;29.6;0.40;18.1;19986.4;;107.4;0.9;0.0;-0.4
06.02.2016 09:00;2.6;29.0;0.40;18.9;21673.4;;105.2;1.1;0.0;53.9
06.02.2016 10:00;5.5;34.8;0.50;19.6;20572.6;;141.6;1.5;0.0;144.9
06.02.2016 11:00;9.7;35.1;0.50;16.2;31018.4;;123.1;2.3;0.0;213.0
06.02.2016 12:00;10.7;37.8;0.50;19.9;26575.3;;123.5;4.2;0.0;407.6
06.02.2016 13:00;20.7;38.5;0.50;16.0;27548.7;;101.9;6.3;0.0;434.7
06.02.2016 14:00;30.3;37.1;0.40;11.7;21222.6;;82.1;7.3;0.0;361.8
06.02.2016 15:00;22.5;30.7;0.40;16.2;17420.3;;65.7;7.8;0.0;318.1
06.02.2016 16:00;25.3;28.3;0.40;17.7;12129.4;;51.5;7.8;0.0;224.6
06.02.2016 17:00;15.4;38.7;0.40;19.8;19302.5;;75.0;7.2;0.0;98.5
06.02.2016 18:00;7.4;47.1;0.50;22.1;22731.8;;95.9;6.4;0.0;10.9
06.02.2016 19:00;3.8;53.4;0.60;23.8;30879.2;;116.5;6.0;0.0;-3.7
06.02.2016 20:00;1.2;64.9;0.90;28.7;51602.8;;262.0;5.3;0.0;-3.3
06.02.2016 21:00;1.4;54.9;0.70;29.3;37059.1;;192.8;4.8;0.0;-3.4
06.02.2016 22:00;1.5;45.1;0.70;25.6;37493.9;;141.5;4.4;0.0;-3.1
06.02.2016 23:00;1.4;43.2;0.80;30.8;39647.7;;169.5;3.4;0.0;-3.1
07.02.2016 00:00;1.8;43.7;1.00;33.7;41894.7;;179.0;3.5;0.0;-3.3
07.02.2016 01:00;1.4;39.7;0.90;31.6;32473.3;;179.0;3.1;0.0;-3.4
07.02.2016 02:00;1.6;41.8;0.80;25.8;35613.4;;157.4;3.0;0.0;-3.2
07.02.2016 03:00;1.8;42.1;0.70;24.1;24418.7;;142.3;2.4;0.0;-3.1
07.02.2016 04:00;1.4;39.5;0.70;24.8;27438.2;;138.3;2.4;0.0;-2.7
07.02.2016 05:00;4.6;35.7;0.50;19.5;13429.8;;96.0;2.2;0.0;-2.6
07.02.2016 06:00;1.9;35.2;0.50;26.4;17741.3;;100.8;1.7;0.0;-2.6
07.02.2016 07:00;0.8;33.9;0.60;24.6;19566.4;;122.8;2.2;0.0;-2.7
07.02.2016 08:00;1.8;36.3;0.50;17.4;19042.6;;118.6;2.6;0.0;-1.6
07.02.2016 09:00;5.0;33.7;0.50;14.2;17512.1;;103.4;2.6;0.0;11.9
07.02.2016 10:00;4.4;34.2;0.50;18.9;20362.7;;88.5;2.8;0.0;58.7
07.02.2016 11:00;4.7;37.2;0.50;19.0;18319.7;;94.0;3.8;0.0;89.9
07.02.2016 12:00;8.3;36.6;0.40;19.4;15249.4;;73.4;4.6;0.0;60.1
07.02.2016 13:00;33.4;26.6;0.30;12.4;11270.4;;39.5;6.0;0.3;82.8
07.02.2016 14:00;61.2;18.5;0.30;5.3;6556.3;;25.3;4.9;0.9;77.3
07.02.2016 15:00;64.3;19.3;0.30;3.3;6392.5;;26.3;4.4;0.3;77.7
07.02.2016 16:00;62.0;22.5;0.30;2.5;6514.9;;31.7;4.3;0.1;74.3
07.02.2016 17:00;47.6;39.4;0.40;3.5;13225.6;;58.2;4.8;0.0;50.5
07.02.2016 18:00;34.9;45.7;0.40;4.7;13478.7;;69.8;4.7;0.0;5.3
07.02.2016 19:00;41.3;38.5;0.30;3.9;14234.5;;55.8;4.8;0.0;-3.0
07.02.2016 20:00;44.7;33.2;0.40;3.9;16179.5;;48.6;4.5;0.0;-2.7
07.02.2016 21:00;46.6;29.9;0.30;4.5;13860.0;;40.7;4.3;0.0;-3.1
07.02.2016 22:00;30.2;45.2;0.40;4.8;14933.1;;64.6;4.1;0.0;-2.1
07.02.2016 23:00;32.5;38.2;0.40;5.6;14269.1;;50.9;3.8;0.0;-2.6
08.02.2016 00:00;30.4;35.5;0.40;5.8;13942.1;;43.9;3.5;0.0;-2.8
08.02.2016 01:00;16.8;37.7;0.40;8.6;15554.0;;64.6;3.1;0.0;-2.9
08.02.2016 02:00;10.7;34.7;0.40;9.5;11518.2;;57.9;2.5;0.0;-3.5
08.02.2016 03:00;9.4;32.0;0.40;8.5;12181.7;;46.2;2.1;0.0;-3.1
08.02.2016 04:00;19.1;26.9;0.30;6.5;10060.8;;39.5;2.0;0.0;-3.0
08.02.2016 05:00;17.1;25.8;0.30;9.2;8408.7;;43.7;1.5;0.0;-1.8
08.02.2016 06:00;11.3;31.9;0.40;13.0;16038.9;;73.9;1.8;0.0;-1.9
08.02.2016 07:00;7.7;50.3;0.40;14.1;33634.6;;133.6;2.8;0.0;-1.4
08.02.2016 08:00;4.4;86.2;0.50;19.7;46878.1;;262.2;2.8;0.0;0.5
08.02.2016 09:00;3.1;90.6;0.50;28.4;47401.9;;299.3;3.3;0.0;40.2
08.02.2016 10:00;7.7;69.1;0.50;25.8;41544.6;;227.0;3.7;0.0;117.4
08.02.2016 11:00;10.4;68.4;0.50;24.6;40484.5;;216.1;4.9;0.0;186.4
08.02.2016 12:00;20.4;55.2;0.40;24.8;29147.7;;143.9;6.5;0.0;241.4
08.02.2016 13:00;45.8;27.9;0.30;10.6;15338.2;;48.2;9.0;0.0;288.4
08.02.2016 14:00;48.2;32.6;0.30;10.5;17414.1;;54.8;10.5;0.0;136.2
08.02.2016 15:00;55.9;28.1;0.30;10.1;11147.5;;48.8;12.0;0.0;126.4
08.02.2016 16:00;51.8;30.7;0.30;13.3;15983.9;;52.7;11.2;0.0;91.5
08.02.2016 17:00;56.5;25.9;0.30;14.0;10648.8;;41.7;11.3;0.0;44.2
08.02.2016 18:00;48.5;30.9;0.30;6.0;13376.6;;45.8;9.7;0.0;0.2
08.02.2016 19:00;50.7;24.9;0.30;5.2;11779.2;;39.3;8.9;0.5;-3.9
08.02.2016 20:00;56.4;19.1;0.20;5.0;11718.2;;29.0;9.0;0.1;-3.7
08.02.2016 21:00;62.3;14.3;0.20;3.5;7856.6;;20.7;9.5;0.0;-3.0
08.02.2016 22:00;61.2;12.4;0.20;4.0;6689.5;;17.9;9.1;0.0;-3.4
08.02.2016 23:00;68.7;8.9;0.20;4.0;5018.8;;11.5;8.8;0.1;-4.3
09.02.2016 00:00;75.5;8.6;0.20;4.7;3734.7;;11.9;8.6;0.1;-3.4
09.02.2016 01:00;71.5;12.0;0.20;3.4;4145.5;;14.9;7.1;2.0;-2.6
09.02.2016 02:00;61.7;9.7;0.20;2.9;5282.7;;11.9;7.4;0.2;-3.3
09.02.2016 03:00;72.9;5.7;0.20;3.5;3652.0;;6.9;8.8;0.0;-4.5
09.02.2016 04:00;70.8;8.1;0.20;4.8;4787.1;;10.4;9.2;0.0;-2.6
09.02.2016 05:00;59.2;13.9;0.20;4.5;5933.1;;23.5;7.5;0.0;-2.5
09.02.2016 06:00;28.8;44.6;0.30;4.8;17527.2;;73.8;7.3;0.0;-2.7
09.02.2016 07:00;9.9;75.0;0.50;6.0;31767.6;;181.0;6.8;0.0;-2.7
09.02.2016 08:00;7.7;101.8;0.50;6.6;41407.7;;283.8;7.8;0.0;-1.4
09.02.2016 09:00;12.9;86.9;0.40;7.9;39687.3;;215.2;8.4;0.0;17.5
09.02.2016 10:00;14.4;76.2;0.40;7.6;29432.7;;188.2;8.6;0.0;58.4
09.02.2016 11:00;22.5;64.2;0.30;8.0;19026.9;;134.4;9.3;0.0;143.5
09.02.2016 12:00;39.2;39.4;0.30;12.6;16624.8;;66.6;9.4;0.1;64.5
09.02.2016 13:00;29.2;49.9;0.40;7.1;19762.3;;84.4;8.9;0.3;51.7
09.02.2016 14:00;36.2;45.9;0.30;6.5;20626.5;;78.1;9.3;0.0;70.4
09.02.2016 15:00;33.7;48.9;0.30;6.8;19672.3;;84.9;9.2;0.0;49.9
09.02.2016 16:00;35.3;48.6;0.30;7.4;21192.7;;83.2;8.9;0.0;28.9
09.02.2016 17:00;35.8;46.3;0.30;6.4;15814.2;;74.6;8.4;0.8;14.7
09.02.2016 18:00;40.5;48.0;0.40;5.7;15100.2;;85.5;7.9;0.9;-0.8
09.02.2016 19:00;65.8;23.0;0.30;4.2;6359.0;;36.7;7.1;1.5;-2.5
09.02.2016 20:00;75.2;22.2;0.30;2.9;9439.3;;36.0;5.7;0.1;-2.7
09.02.2016 21:00;78.9;18.2;0.20;3.5;5798.3;;29.2;6.6;0.0;-2.5
09.02.2016 22:00;79.4;14.3;0.20;3.1;8446.4;;19.3;6.8;0.0;-2.8
09.02.2016 23:00;84.3;10.7;0.20;3.5;3518.0;;14.6;2.8;1.4;-1.9
10.02.2016 00:00;77.3;16.4;0.20;3.4;4567.8;;24.0;2.4;0.0;-2.5
10.02.2016 01:00;79.0;12.5;0.20;3.7;3566.7;;20.2;2.6;0.3;-2.2
10.02.2016 02:00;84.3;7.1;0.20;3.6;4333.5;;9.0;2.8;0.0;-1.7
10.02.2016 03:00;85.4;4.5;0.20;3.3;3241.2;;5.3;2.7;0.0;-1.7
10.02.2016 04:00;84.9;4.6;0.20;3.5;3243.7;;5.2;2.6;0.0;-1.9
10.02.2016 05:00;83.3;6.2;0.20;4.7;3935.5;;7.5;2.4;0.0;-1.7
10.02.2016 06:00;76.4;13.6;0.20;5.7;5606.1;;21.5;1.8;0.0;-1.9
10.02.2016 07:00;71.0;19.7;0.30;4.5;11263.3;;28.6;1.5;0.0;-1.9
10.02.2016 08:00;59.4;40.9;0.30;6.0;14152.8;;76.7;2.3;0.0;-0.6
10.02.2016 09:00;55.0;44.4;0.30;6.9;13624.3;;75.6;2.2;0.0;32.2
10.02.2016 10:00;;;0.30;;14273.1;;;2.3;0.0;77.4
10.02.2016 11:00;53.4;37.2;0.30;7.1;12756.0;;67.0;2.8;0.0;246.3
10.02.2016 12:00;59.0;31.6;0.30;15.0;11796.2;;54.4;3.4;0.0;213.0
10.02.2016 13:00;61.4;26.9;0.30;14.5;10474.1;;41.4;3.3;0.0;147.9
10.02.2016 14:00;57.8;30.6;0.30;15.2;12420.5;;56.6;3.7;0.0;324.1
10.02.2016 15:00;56.0;33.8;0.30;14.4;13863.0;;57.3;4.0;0.0;128.3
10.02.2016 16:00;51.6;39.5;0.30;11.5;13444.8;;72.5;3.3;0.0;149.0
10.02.2016 17:00;46.5;45.7;0.30;9.9;14195.3;;76.1;3.8;0.0;79.6
10.02.2016 18:00;44.4;53.5;0.40;19.8;16447.0;;115.0;3.6;0.0;11.6
10.02.2016 19:00;49.3;43.5;0.40;14.9;14941.1;;91.7;2.2;0.0;-1.9
10.02.2016 20:00;43.4;41.0;0.40;5.8;17603.0;;64.7;1.1;0.0;-3.8
10.02.2016 21:00;29.8;53.5;0.40;9.6;25146.0;;86.7;1.4;0.0;-3.4
10.02.2016 22:00;52.3;26.6;0.30;6.5;11997.6;;34.3;1.5;0.0;-3.2
10.02.2016 23:00;49.2;25.4;0.30;5.5;11327.9;;29.6;0.6;0.0;-3.3
11.02.2016 00:00;49.7;20.3;0.30;5.9;8369.7;;24.1;0.2;0.0;-2.6
11.02.2016 01:00;37.9;32.8;0.30;7.4;11513.1;;43.6;0.7;0.0;-3.4
11.02.2016 02:00;39.9;26.5;0.30;6.8;8094.8;;30.0;0.0;0.0;-3.1
11.02.2016 03:00;31.0;29.2;0.30;7.2;8055.2;;33.5;-0.1;0.0;-3.5
11.02.2016 04:00;16.6;40.4;0.30;8.5;11897.8;;56.9;0.2;0.0;-3.4
11.02.2016 05:00;9.5;39.8;0.30;10.0;13539.9;;61.5;-0.3;0.0;-3.0
11.02.2016 06:00;13.8;41.5;0.30;17.1;16548.9;;83.3;-0.1;0.0;-3.1
11.02.2016 07:00;4.9;59.0;0.50;18.0;33424.8;;172.5;-0.3;0.0;-3.5
11.02.2016 08:00;2.9;85.3;0.60;25.1;50377.8;;286.2;-0.4;0.0;1.5
11.02.2016 09:00;5.5;93.7;0.60;28.8;47863.5;;305.7;-0.1;0.0;94.6
11.02.2016 10:00;9.0;75.0;0.50;23.2;41269.1;;235.5;0.8;0.0;243.6
11.02.2016 11:00;25.4;59.7;0.40;42.9;22988.4;;162.0;1.8;0.0;428.9
11.02.2016 12:00;44.9;35.6;0.30;17.8;10299.4;;60.7;2.1;0.0;402.0
11.02.2016 13:00;50.9;33.4;0.30;16.5;13360.3;;60.7;3.4;0.0;515.8
11.02.2016 14:00;58.4;31.4;0.30;15.2;13254.0;;58.9;4.7;0.0;435.8
11.02.2016 15:00;52.9;37.2;0.30;14.6;11860.9;;66.9;4.3;0.0;259.0
11.02.2016 16:00;49.4;38.4;0.40;16.3;17848.1;;64.4;4.1;0.0;122.8
11.02.2016 17:00;41.6;45.7;0.40;21.6;18344.7;;78.0;3.5;0.0;73.1
11.02.2016 18:00;30.2;60.4;0.50;21.2;24861.5;;113.6;3.4;0.0;13.6
