Station: Bern-Bollwerk
Urbain, trafic
Moyennes horaires, PREC: Sommes horaires
heure d'hiver
Source:: NABEL/MeteoSchweiz
Date/heure;O3 [痢/m設;NO2 [痢/m設;CO [mg/m設;PM10 [痢/m設;CPC [1/cm設;EC [痢/m設;NOX [痢/m設;TEMP [蚓];PREC [mm];RAD [W/m淫
01.01.2016 01:00;1.8;47.6;0.68;74.8;25382.6;;138.7;5.0;0.0;-2.0
01.01.2016 02:00;1.6;50.1;0.71;50.5;30044.9;;142.8;5.1;0.0;-2.2
01.01.2016 03:00;1.2;45.5;0.69;48.3;22664.4;;141.2;5.3;0.0;-1.8
01.01.2016 04:00;1.3;46.3;0.63;56.3;30752.3;;139.0;5.1;0.1;-1.8
01.01.2016 05:00;1.2;42.0;0.63;45.5;21896.9;;123.2;5.0;0.0;-2.0
01.01.2016 06:00;1.3;39.0;0.62;40.4;24173.1;;110.9;4.8;0.0;-2.6
01.01.2016 07:00;1.9;34.7;0.58;34.3;29777.9;;90.0;4.2;0.0;-1.9
01.01.2016 08:00;7.0;25.4;0.39;26.6;9021.1;;41.9;4.1;0.0;-0.8
01.01.2016 09:00;8.7;24.4;0.35;22.8;8175.1;;42.3;4.3;0.0;3.3
01.01.2016 10:00;9.8;27.1;0.39;21.9;9005.8;;56.1;4.4;0.0;50.9
01.01.2016 11:00;27.1;13.0;0.29;13.6;5314.2;;20.8;4.8;0.0;133.4
01.01.2016 12:00;28.7;13.5;0.29;11.1;4274.1;;21.4;5.0;0.0;94.5
01.01.2016 13:00;34.2;12.1;0.29;12.3;3759.1;;18.8;4.8;0.0;89.6
01.01.2016 14:00;33.8;13.4;0.30;13.8;5043.1;;21.0;5.0;0.0;105.1
01.01.2016 15:00;32.1;15.1;0.31;14.5;5080.9;;23.2;5.3;0.0;79.6
01.01.2016 16:00;24.9;20.5;0.35;20.1;6444.4;;29.8;5.0;0.0;22.8
01.01.2016 17:00;16.5;27.6;0.38;24.2;6097.6;;40.1;4.4;0.0;3.7
01.01.2016 18:00;20.0;24.0;0.37;25.6;8004.2;;32.6;4.2;0.0;-0.8
01.01.2016 19:00;22.2;24.0;0.38;25.7;6004.7;;34.4;4.0;0.0;-1.0
01.01.2016 20:00;21.9;24.7;0.35;27.3;6468.9;;35.7;3.9;0.0;-1.2
01.01.2016 21:00;22.6;21.4;0.34;26.1;5104.7;;28.8;3.8;0.0;-1.1
01.01.2016 22:00;20.9;23.0;0.36;24.7;5985.5;;33.7;3.8;0.0;-0.9
01.01.2016 23:00;15.1;28.2;0.39;25.5;8343.7;;48.1;3.9;0.0;-1.3
02.01.2016 00:00;10.7;29.6;0.43;29.6;8582.0;;51.4;3.9;0.0;-1.0
02.01.2016 01:00;10.3;26.0;0.37;30.2;7494.3;;36.9;3.8;0.0;-0.7
02.01.2016 02:00;8.6;24.1;0.38;26.7;6088.9;;37.1;4.0;0.0;-1.1
02.01.2016 03:00;11.6;18.1;0.32;24.8;4372.7;;22.1;3.9;0.0;-0.9
02.01.2016 04:00;17.3;13.1;0.30;21.1;4298.6;;15.7;4.1;0.0;-1.1
02.01.2016 05:00;21.8;14.9;0.30;17.5;4553.2;;22.4;4.5;1.0;-2.4
02.01.2016 06:00;19.9;16.1;0.29;16.1;5742.0;;24.8;4.0;0.1;-1.9
02.01.2016 07:00;10.8;22.7;0.32;17.0;13356.0;;38.9;3.8;0.2;-1.8
02.01.2016 08:00;8.4;22.4;0.35;15.2;10107.6;;46.6;4.2;0.0;-2.3
02.01.2016 09:00;7.2;21.6;0.33;18.3;5804.3;;36.4;3.7;0.2;1.5
02.01.2016 10:00;6.8;25.0;0.34;17.8;8417.1;;50.6;3.9;0.0;27.3
02.01.2016 11:00;9.5;22.4;0.34;16.8;7888.7;;48.0;4.3;0.4;41.9
02.01.2016 12:00;8.4;27.4;0.40;13.0;10851.1;;71.0;4.5;0.2;95.0
02.01.2016 13:00;6.4;30.9;0.41;14.2;9581.4;;78.2;5.1;1.5;39.0
02.01.2016 14:00;9.1;32.7;0.45;11.5;12465.7;;67.3;5.5;0.7;51.7
02.01.2016 15:00;20.0;31.3;0.36;8.9;9877.4;;54.1;5.8;0.4;27.1
02.01.2016 16:00;30.7;31.8;0.34;4.7;9232.8;;51.9;5.5;1.0;7.1
02.01.2016 17:00;23.6;53.5;0.45;3.9;21802.0;;102.7;5.4;0.0;3.0
02.01.2016 18:00;31.8;33.7;0.34;4.7;14644.0;;58.9;4.9;0.0;-2.5
02.01.2016 19:00;20.4;46.2;0.38;5.4;17526.8;;79.2;5.2;0.0;-2.5
02.01.2016 20:00;25.0;33.8;0.37;7.0;13745.5;;48.6;5.2;0.0;-2.2
02.01.2016 21:00;19.5;40.2;0.40;9.2;15816.8;;57.5;5.2;0.0;-2.4
02.01.2016 22:00;12.5;47.0;0.48;12.3;20634.8;;86.3;4.9;0.0;-1.9
02.01.2016 23:00;11.3;39.7;0.49;17.0;19372.7;;83.8;4.5;0.0;-1.7
03.01.2016 00:00;9.3;39.6;0.51;17.3;18484.5;;81.2;4.2;0.0;-1.6
03.01.2016 01:00;10.7;44.6;0.51;14.7;19104.0;;81.0;4.5;0.0;-2.7
03.01.2016 02:00;6.6;50.3;0.51;14.4;15935.3;;99.4;4.3;0.0;-2.9
03.01.2016 03:00;3.1;50.1;0.58;18.4;16592.8;;105.1;3.6;0.1;-2.6
03.01.2016 04:00;8.3;41.6;0.51;13.5;16465.8;;91.3;4.0;0.0;-2.4
03.01.2016 05:00;19.2;31.2;0.35;11.6;12424.0;;53.7;4.2;0.0;-2.1
03.01.2016 06:00;17.0;29.9;0.34;9.9;12605.4;;48.9;3.6;0.0;-2.0
03.01.2016 07:00;29.8;26.6;0.28;6.3;11868.9;;36.1;4.3;0.1;-3.1
03.01.2016 08:00;52.8;20.6;0.23;3.1;6585.5;;24.6;4.2;0.0;-3.3
03.01.2016 09:00;37.9;30.5;0.36;3.8;10378.2;;41.7;3.6;0.0;12.1
03.01.2016 10:00;28.6;39.2;0.33;6.4;14164.2;;60.7;3.5;0.0;135.3
03.01.2016 11:00;44.7;25.9;0.33;5.0;11348.8;;40.9;4.5;0.0;157.5
03.01.2016 12:00;52.1;22.0;0.27;4.5;7750.8;;36.6;5.0;0.0;276.0
03.01.2016 13:00;44.8;32.2;0.31;6.6;9074.5;;62.8;5.8;0.0;234.3
03.01.2016 14:00;43.8;30.1;0.35;9.4;14732.4;;55.8;5.8;0.0;206.6
03.01.2016 15:00;40.2;35.6;0.41;13.8;12161.8;;70.3;6.0;0.0;116.6
03.01.2016 16:00;34.7;46.0;0.39;13.2;21400.6;;94.6;5.9;0.0;53.7
03.01.2016 17:00;25.8;52.7;0.55;12.4;23592.2;;97.5;5.6;0.0;7.9
03.01.2016 18:00;18.6;50.4;0.47;13.2;14403.3;;79.7;5.0;0.0;-2.0
03.01.2016 19:00;2.7;60.8;0.63;16.7;19909.0;;116.6;4.5;0.0;-2.0
03.01.2016 20:00;6.6;53.8;0.54;16.2;27952.0;;120.4;4.6;0.0;-1.8
03.01.2016 21:00;10.1;42.8;0.46;14.4;19223.9;;76.0;4.3;0.0;-1.7
03.01.2016 22:00;10.2;35.7;0.45;14.5;13230.7;;70.4;3.8;0.1;-1.9
03.01.2016 23:00;9.3;36.0;0.42;13.6;13264.7;;70.8;3.6;0.6;-2.4
04.01.2016 00:00;34.5;22.7;0.33;8.2;7470.0;;38.6;2.9;1.7;-1.8
04.01.2016 01:00;39.1;15.3;0.32;6.6;5514.7;;18.7;1.1;2.1;-3.0
04.01.2016 02:00;27.4;28.5;0.40;7.6;8470.2;;46.5;0.7;1.0;-2.4
04.01.2016 03:00;24.3;22.9;0.31;7.4;7544.3;;29.9;0.8;0.6;-2.2
04.01.2016 04:00;26.6;19.6;0.28;6.1;4449.2;;27.6;1.2;0.2;-1.6
04.01.2016 05:00;29.2;19.6;0.27;6.7;4029.4;;39.9;1.2;0.0;-2.0
04.01.2016 06:00;15.4;31.5;0.32;8.2;13261.3;;71.9;1.6;0.0;-1.7
04.01.2016 07:00;33.7;37.5;0.29;5.9;17276.0;;80.3;4.3;0.0;-3.6
04.01.2016 08:00;43.0;38.7;0.26;4.6;13828.4;;76.1;5.6;0.0;-3.0
04.01.2016 09:00;46.5;36.7;0.26;5.2;15805.3;;60.6;5.9;0.0;13.2
04.01.2016 10:00;40.9;41.4;0.29;6.5;14830.8;;77.3;5.7;0.3;112.9
04.01.2016 11:00;44.5;36.1;0.26;7.1;12266.7;;65.3;6.4;0.0;67.3
04.01.2016 12:00;49.2;31.1;0.26;6.8;11515.7;;53.3;6.7;0.0;257.8
04.01.2016 13:00;58.9;19.5;0.25;6.2;8936.7;;30.1;7.6;0.0;305.7
04.01.2016 14:00;51.8;24.7;0.26;6.8;9978.5;;43.4;6.6;0.3;93.8
04.01.2016 15:00;41.0;34.7;0.31;6.3;12679.1;;57.4;5.8;0.2;72.2
04.01.2016 16:00;36.6;48.0;0.37;8.2;19048.3;;92.3;6.6;0.0;87.0
04.01.2016 17:00;35.2;42.3;0.36;9.8;16549.4;;68.4;6.4;0.0;12.3
04.01.2016 18:00;41.8;37.9;0.32;6.0;13720.0;;57.4;6.0;0.0;-3.5
04.01.2016 19:00;34.6;47.3;0.41;5.8;17860.1;;80.7;5.9;0.0;-3.4
04.01.2016 20:00;6.1;75.5;0.73;7.2;30715.2;;168.8;5.1;0.0;-3.7
04.01.2016 21:00;2.1;79.3;0.86;9.3;35453.3;;204.3;5.1;0.0;-2.4
04.01.2016 22:00;6.4;60.9;0.63;10.5;26399.6;;123.6;4.5;0.0;-1.8
04.01.2016 23:00;10.0;51.0;0.48;9.8;18607.6;;99.5;4.6;0.0;-1.8
05.01.2016 00:00;15.6;36.5;0.38;9.7;16629.8;;59.5;3.9;0.0;-1.9
05.01.2016 01:00;13.0;40.0;0.42;9.6;14538.4;;69.6;4.3;0.1;-2.9
05.01.2016 02:00;11.7;33.9;0.42;8.7;10489.9;;48.7;3.9;0.0;-3.1
05.01.2016 03:00;21.5;29.2;0.32;8.0;10164.7;;37.8;4.1;0.4;-2.8
05.01.2016 04:00;35.8;17.4;0.26;6.0;6958.0;;26.9;3.8;0.3;-2.0
05.01.2016 05:00;28.1;17.2;0.29;8.0;6261.3;;27.8;3.4;0.1;-2.3
05.01.2016 06:00;14.9;35.2;0.38;7.8;25914.9;;91.4;3.5;0.0;-2.7
05.01.2016 07:00;12.2;45.8;0.41;7.5;23052.3;;130.9;3.7;0.0;-2.7
05.01.2016 08:00;32.9;54.3;0.35;5.0;15325.1;;112.5;4.7;0.0;-3.6
05.01.2016 09:00;5.6;88.7;0.56;5.8;40079.4;;221.0;4.7;0.0;9.1
05.01.2016 10:00;19.1;76.8;0.45;6.4;26368.6;;199.8;5.0;0.0;62.5
05.01.2016 11:00;38.4;46.6;0.33;5.4;13246.3;;90.7;5.8;0.0;162.4
05.01.2016 12:00;43.5;38.9;0.30;4.8;11764.0;;75.2;6.2;0.0;328.1
05.01.2016 13:00;57.3;22.2;0.27;4.5;8324.5;;40.1;7.2;0.0;356.0
05.01.2016 14:00;52.4;27.5;0.28;7.3;10261.7;;47.2;8.1;0.0;303.0
05.01.2016 15:00;53.8;28.4;0.28;11.7;12662.6;;50.8;8.2;0.0;263.9
05.01.2016 16:00;50.7;31.1;0.31;14.2;13507.3;;49.7;8.3;0.0;143.9
05.01.2016 17:00;30.6;52.8;0.39;21.5;17921.4;;88.4;7.8;0.0;25.2
05.01.2016 18:00;16.9;67.7;0.64;18.5;34997.9;;145.9;7.2;0.0;-3.3
05.01.2016 19:00;14.8;71.5;0.75;18.3;33472.9;;146.3;6.3;0.0;-2.6
05.01.2016 20:00;12.5;56.8;0.53;16.3;26071.1;;126.0;5.3;0.0;-2.0
05.01.2016 21:00;10.3;52.5;0.47;15.5;22551.5;;96.5;4.4;0.0;-2.6
05.01.2016 22:00;22.0;37.2;0.47;10.6;15675.5;;77.1;4.1;0.0;-2.4
05.01.2016 23:00;22.3;38.9;0.45;7.4;14069.0;;68.6;4.2;0.0;-2.9
06.01.2016 00:00;23.5;35.2;0.40;6.3;11338.5;;57.6;4.0;0.0;-2.8
06.01.2016 01:00;26.4;27.7;0.34;6.5;9582.3;;51.0;3.6;0.2;-2.8
06.01.2016 02:00;50.4;19.6;0.30;3.4;4863.1;;33.1;3.8;0.6;-3.2
06.01.2016 03:00;54.8;11.9;0.28;1.9;6390.7;;13.7;3.5;0.0;-3.0
06.01.2016 04:00;35.2;19.0;0.25;3.5;5302.0;;33.0;3.1;0.0;-2.9
06.01.2016 05:00;26.8;22.6;0.27;3.8;6710.3;;34.8;2.8;0.0;-2.9
06.01.2016 06:00;12.6;32.2;0.32;5.4;19073.3;;78.7;2.4;0.0;-2.7
06.01.2016 07:00;8.3;40.6;0.41;6.6;25735.5;;133.2;2.0;0.0;-3.4
06.01.2016 08:00;7.8;55.6;0.43;6.7;37322.8;;195.0;2.2;0.0;-2.8
06.01.2016 09:00;4.8;60.5;0.54;7.3;41223.0;;215.0;2.1;0.0;20.5
06.01.2016 10:00;3.9;82.1;0.62;8.6;40229.7;;335.1;2.0;0.0;72.5
06.01.2016 11:00;7.0;69.4;0.55;10.1;41659.4;;244.9;2.8;0.0;235.0
06.01.2016 12:00;12.0;57.6;0.51;33.9;29143.2;;175.5;4.7;0.0;279.9
06.01.2016 13:00;22.0;48.3;0.45;31.2;24539.8;;115.8;4.8;0.0;236.3
06.01.2016 14:00;23.2;53.8;0.54;26.3;19359.7;;142.0;6.2;0.0;236.8
06.01.2016 15:00;40.2;37.0;0.34;33.4;12541.9;;66.5;6.8;0.0;109.2
06.01.2016 16:00;45.2;29.1;0.29;26.0;10355.8;;47.7;6.2;0.0;47.5
06.01.2016 17:00;35.0;41.0;0.38;24.9;14959.2;;68.3;5.8;0.0;11.6
06.01.2016 18:00;22.8;52.0;0.43;19.2;19146.3;;89.9;5.7;0.0;-2.3
06.01.2016 19:00;30.1;38.7;0.33;7.8;13733.6;;60.5;4.6;0.5;-2.6
06.01.2016 20:00;30.0;36.1;0.34;7.2;12573.6;;54.2;4.0;0.9;-2.3
06.01.2016 21:00;23.3;42.9;0.46;8.0;14920.5;;81.7;3.6;0.1;-2.1
06.01.2016 22:00;26.6;35.4;0.43;9.9;15096.2;;66.6;3.5;0.0;-2.6
06.01.2016 23:00;19.8;41.6;0.45;10.1;13665.3;;79.9;3.7;0.0;-1.9
07.01.2016 00:00;25.3;33.5;0.39;8.4;10547.1;;54.8;3.8;0.0;-1.5
07.01.2016 01:00;28.7;29.5;0.34;6.9;8996.6;;53.6;3.6;0.0;-1.2
07.01.2016 02:00;29.4;27.1;0.32;7.2;7273.4;;47.8;3.3;0.0;-1.4
07.01.2016 03:00;29.6;20.3;0.28;7.6;6455.9;;31.1;3.1;0.0;-2.4
07.01.2016 04:00;29.8;15.6;0.28;9.4;9457.2;;23.5;2.2;0.0;-2.3
07.01.2016 05:00;23.9;15.1;0.28;10.8;5991.9;;22.1;1.8;0.0;-1.9
07.01.2016 06:00;21.3;26.1;0.31;9.3;21529.5;;74.3;1.9;0.0;-2.0
07.01.2016 07:00;11.6;40.1;0.35;9.0;16846.8;;123.4;2.4;0.0;-2.1
07.01.2016 08:00;4.0;59.8;0.53;10.5;36972.5;;213.4;2.4;0.0;-1.8
07.01.2016 09:00;3.8;54.7;0.46;9.6;39793.5;;183.6;2.2;0.0;4.8
07.01.2016 10:00;3.8;53.6;0.48;22.7;38084.7;;211.4;1.9;0.0;36.9
07.01.2016 11:00;3.2;52.8;0.49;21.9;28726.5;;195.5;2.1;0.0;30.9
07.01.2016 12:00;4.0;53.7;0.53;13.9;39364.4;;195.9;2.6;1.0;32.4
07.01.2016 13:00;3.0;58.3;0.63;11.1;31173.6;;185.6;1.0;2.4;13.3
07.01.2016 14:00;2.0;56.0;0.74;11.5;29028.9;;206.3;0.5;2.8;33.9
07.01.2016 15:00;3.0;74.3;0.73;14.6;41600.0;;271.2;1.3;0.9;56.2
07.01.2016 16:00;2.4;70.4;0.71;13.7;32353.3;;256.2;1.8;0.1;30.1
07.01.2016 17:00;1.7;69.3;0.82;13.2;35104.0;;258.2;2.3;0.3;11.8
07.01.2016 18:00;32.8;45.3;0.39;5.9;13633.2;;83.1;8.2;0.0;-3.0
07.01.2016 19:00;41.1;47.9;0.34;5.3;15634.7;;79.3;8.5;0.3;-2.4
07.01.2016 20:00;58.9;25.5;0.29;5.2;10868.0;;36.4;8.5;0.0;-3.1
07.01.2016 21:00;39.5;49.3;0.50;5.7;20764.1;;105.4;7.4;0.0;-2.6
07.01.2016 22:00;37.5;48.5;0.37;7.7;15823.3;;85.2;7.5;0.0;-2.0
07.01.2016 23:00;57.6;22.9;0.28;7.5;8140.1;;30.2;7.2;0.0;-1.8
08.01.2016 00:00;43.6;35.8;0.30;6.9;10286.1;;54.5;6.7;0.0;-1.4
08.01.2016 01:00;53.5;24.9;0.27;6.5;8437.3;;36.6;6.6;0.0;-2.2
08.01.2016 02:00;50.6;26.1;0.26;6.4;7366.6;;36.3;6.4;0.0;-2.8
08.01.2016 03:00;46.1;25.9;0.30;6.2;8503.5;;36.7;5.8;0.0;-3.3
08.01.2016 04:00;21.4;50.8;0.34;6.9;15036.4;;94.0;4.9;0.0;-3.7
08.01.2016 05:00;13.8;47.8;0.43;7.4;19691.4;;94.8;4.4;0.0;-2.3
08.01.2016 06:00;3.7;50.8;0.41;7.9;32756.6;;142.9;4.1;0.0;-1.7
08.01.2016 07:00;1.0;60.1;0.51;8.7;30820.6;;163.2;4.3;0.0;-1.7
08.01.2016 08:00;0.9;80.3;0.66;11.9;40001.7;;300.0;4.7;0.0;-1.5
08.01.2016 09:00;1.5;73.2;0.65;14.4;44743.7;;280.4;4.5;0.0;3.7
08.01.2016 10:00;1.5;73.5;0.59;15.1;41061.2;;291.0;4.5;0.0;19.3
08.01.2016 11:00;2.0;72.7;0.92;14.1;48744.9;;308.9;4.9;0.0;65.8
08.01.2016 12:00;3.6;53.8;0.49;13.7;24559.8;;142.5;4.0;0.0;77.7
08.01.2016 13:00;12.5;48.5;0.42;10.6;18105.5;;105.6;4.3;0.0;90.0
08.01.2016 14:00;18.1;49.4;0.37;9.9;16080.1;;82.3;4.1;0.9;51.2
08.01.2016 15:00;12.5;56.7;0.42;10.8;15818.4;;106.3;3.8;0.7;40.7
08.01.2016 16:00;10.9;55.6;0.47;8.7;15581.7;;103.7;3.7;1.0;22.9
08.01.2016 17:00;7.2;61.7;0.49;7.7;15033.7;;120.9;3.6;1.4;4.7
08.01.2016 18:00;11.5;54.2;0.53;7.6;14792.7;;100.4;3.4;0.7;-0.8
08.01.2016 19:00;7.9;56.4;0.53;10.0;16779.1;;97.8;3.3;0.6;-1.1
08.01.2016 20:00;7.4;57.5;0.49;11.4;14550.7;;103.9;3.3;1.1;-1.3
08.01.2016 21:00;6.7;55.4;0.47;12.3;14549.5;;87.4;3.4;1.3;-1.6
08.01.2016 22:00;2.8;57.6;0.55;13.9;16781.4;;104.5;3.5;0.4;-1.4
08.01.2016 23:00;3.5;50.9;0.52;12.0;16598.2;;87.5;3.4;1.4;-1.3
09.01.2016 00:00;0.7;57.6;0.70;11.2;15539.8;;133.9;4.1;1.2;-1.2
09.01.2016 01:00;1.0;65.2;0.80;16.0;18889.3;;170.6;4.7;0.4;-1.6
09.01.2016 02:00;1.1;58.7;0.50;18.3;15743.8;;129.5;4.6;1.8;-1.4
09.01.2016 03:00;2.2;53.8;0.60;17.5;18071.2;;121.8;4.8;1.7;-1.6
09.01.2016 04:00;4.2;51.1;0.50;17.2;13751.6;;132.8;5.1;2.3;-1.4
09.01.2016 05:00;5.5;38.8;0.50;14.5;14503.5;;97.4;5.1;1.8;-1.5
09.01.2016 06:00;5.4;37.6;0.40;13.8;16679.9;;105.8;5.2;2.0;-1.1
09.01.2016 07:00;5.2;36.1;0.40;12.9;19506.0;;96.4;5.6;1.8;-1.1
09.01.2016 08:00;3.6;40.0;0.40;11.2;14640.2;;100.8;5.6;1.2;-1.5
09.01.2016 09:00;2.6;43.2;0.50;11.6;17221.3;;128.8;5.7;2.0;3.8
09.01.2016 10:00;4.6;40.9;0.50;12.1;16293.0;;124.4;5.7;1.3;21.8
09.01.2016 11:00;5.2;40.6;0.60;11.8;16191.2;;116.4;6.2;0.9;38.5
09.01.2016 12:00;6.9;41.3;0.50;12.6;16271.0;;120.8;6.4;0.8;45.3
09.01.2016 13:00;7.0;49.7;0.60;9.5;24204.7;;140.5;7.1;0.1;59.7
09.01.2016 14:00;7.8;47.3;0.60;8.4;18801.5;;115.6;7.4;0.0;62.4
09.01.2016 15:00;10.8;40.6;0.40;7.3;10712.0;;73.0;6.8;0.0;34.1
09.01.2016 16:00;11.6;45.1;0.40;6.1;13519.7;;74.6;7.0;0.0;32.5
09.01.2016 17:00;6.6;48.8;0.50;6.8;14353.9;;89.9;6.8;0.0;11.9
09.01.2016 18:00;0.6;60.3;0.70;9.4;25235.0;;171.8;6.2;0.0;-1.3
09.01.2016 19:00;1.4;59.9;0.70;11.3;24074.6;;161.8;6.5;0.0;-3.1
09.01.2016 20:00;1.9;58.8;0.80;18.2;28560.3;;192.0;5.9;0.0;-1.7
09.01.2016 21:00;2.2;46.4;0.60;17.2;20498.3;;105.9;4.9;0.0;-1.9
09.01.2016 22:00;3.9;41.7;0.50;15.9;27094.3;;84.1;4.0;0.0;-1.0
09.01.2016 23:00;2.7;41.6;0.70;19.8;17568.3;;97.2;3.8;0.0;-1.1
10.01.2016 00:00;4.8;42.9;0.70;17.2;23874.9;;101.7;4.0;0.0;-1.4
10.01.2016 01:00;8.3;38.2;0.60;17.6;16101.2;;94.1;3.5;0.0;-1.0
10.01.2016 02:00;13.2;36.2;0.40;15.6;13420.2;;94.6;3.4;0.0;-1.2
10.01.2016 03:00;13.4;38.8;0.40;15.8;16384.1;;94.3;3.7;0.0;-1.1
10.01.2016 04:00;22.4;27.5;0.30;12.8;8503.9;;61.0;3.3;0.0;-1.3
10.01.2016 05:00;24.6;23.5;0.30;11.7;8846.6;;56.0;3.4;0.0;-1.7
10.01.2016 06:00;20.1;23.1;0.30;10.4;9689.0;;61.1;3.3;0.0;-1.7
10.01.2016 07:00;20.2;19.5;0.30;10.6;5933.2;;34.8;3.5;0.1;-2.0
10.01.2016 08:00;12.1;30.0;0.50;9.5;13964.4;;50.0;4.0;0.4;-2.2
10.01.2016 09:00;19.0;31.8;0.40;8.7;10982.4;;51.5;5.2;0.6;0.1
10.01.2016 10:00;62.9;13.2;0.20;2.1;5179.6;;16.8;5.4;1.5;21.0
10.01.2016 11:00;46.4;30.7;0.30;2.7;8174.5;;43.0;5.0;0.1;44.9
10.01.2016 12:00;38.7;42.3;0.40;3.6;11350.6;;62.7;5.3;1.0;30.8
10.01.2016 13:00;56.2;27.8;0.30;2.8;8177.3;;39.0;5.5;0.8;77.9
10.01.2016 14:00;46.8;40.7;0.40;2.3;14102.9;;65.8;5.2;0.3;65.6
10.01.2016 15:00;29.3;58.1;0.40;2.9;16752.6;;100.2;5.1;1.0;49.0
10.01.2016 16:00;31.5;56.1;0.40;2.9;12285.0;;92.6;4.7;1.8;17.0
10.01.2016 17:00;19.8;67.5;0.50;5.4;22465.5;;129.5;5.0;1.4;2.9
10.01.2016 18:00;7.8;70.3;0.60;9.2;20401.6;;126.7;5.3;0.0;-1.3
10.01.2016 19:00;3.8;78.0;0.60;11.7;22691.8;;148.2;5.3;0.3;-1.7
10.01.2016 20:00;35.5;38.8;0.40;7.1;11098.5;;68.0;5.4;1.9;-2.1
10.01.2016 21:00;49.0;33.3;0.30;3.6;10552.5;;46.4;5.6;3.4;-2.0
10.01.2016 22:00;59.9;19.5;0.30;1.9;9236.3;;25.5;6.3;0.7;-2.3
10.01.2016 23:00;67.3;15.8;0.20;1.4;4855.0;;20.3;6.1;1.1;-2.1
11.01.2016 00:00;57.4;26.6;0.30;1.1;6870.2;;36.7;5.9;0.7;-2.4
11.01.2016 01:00;55.2;25.5;0.30;1.3;9015.9;;36.5;5.5;0.3;-2.3
11.01.2016 02:00;49.7;23.1;0.30;1.2;6236.3;;33.1;5.0;1.6;-1.6
11.01.2016 03:00;48.1;19.6;0.30;2.4;5502.0;;24.7;4.6;1.1;-1.4
11.01.2016 04:00;49.8;21.1;0.20;1.5;5734.7;;28.3;4.6;0.3;-2.2
11.01.2016 05:00;50.8;22.8;0.20;1.2;10271.9;;31.1;4.3;0.4;-2.0
11.01.2016 06:00;47.5;25.2;0.20;1.8;10844.2;;34.6;3.9;0.3;-1.4
11.01.2016 07:00;39.6;42.9;0.30;3.1;16714.3;;82.1;3.8;2.1;-1.6
11.01.2016 08:00;15.6;89.8;0.50;5.8;37397.5;;227.8;4.2;0.3;-1.7
11.01.2016 09:00;7.7;88.9;0.50;10.7;29344.9;;217.9;4.7;0.6;2.3
11.01.2016 10:00;7.3;83.4;0.50;10.2;27167.2;;220.5;5.0;0.1;21.9
11.01.2016 11:00;4.6;83.7;0.60;11.4;37389.3;;263.2;6.0;0.0;109.2
11.01.2016 12:00;30.9;52.7;0.40;9.1;19857.2;;140.1;6.5;0.0;136.8
11.01.2016 13:00;51.5;27.8;0.30;4.9;12442.4;;43.4;8.2;0.0;243.4
11.01.2016 14:00;55.8;25.5;0.30;5.8;11034.3;;42.9;10.0;0.8;84.8
11.01.2016 15:00;53.2;33.6;0.30;6.2;12874.1;;58.1;7.6;0.5;55.3
11.01.2016 16:00;58.7;29.3;0.30;5.4;12352.5;;50.0;8.3;0.0;80.8
11.01.2016 17:00;57.1;31.3;0.30;4.3;10768.5;;49.9;7.4;0.0;22.1
11.01.2016 18:00;52.3;40.5;0.40;6.2;15066.2;;66.0;6.6;0.0;-2.5
11.01.2016 19:00;55.7;31.8;0.30;4.1;10734.9;;48.3;5.9;0.0;-3.5
11.01.2016 20:00;63.1;20.2;0.30;3.8;8471.3;;32.2;5.8;0.2;-3.4
11.01.2016 21:00;64.3;17.1;0.20;3.5;8466.4;;25.0;5.5;0.1;-3.7
11.01.2016 22:00;62.3;20.5;0.20;3.1;5793.9;;33.0;5.5;0.0;-3.2
11.01.2016 23:00;66.9;13.2;0.20;2.2;6035.9;;20.0;5.6;0.0;-3.5
12.01.2016 00:00;69.4;11.7;0.20;2.3;4532.4;;17.0;5.6;0.0;-3.4
12.01.2016 01:00;69.1;11.0;0.20;1.4;3430.5;;16.7;5.1;0.0;-3.5
12.01.2016 02:00;72.6;4.4;0.20;1.7;2390.2;;6.3;5.6;0.0;-2.9
12.01.2016 03:00;73.9;2.8;0.20;1.7;2385.5;;3.6;5.3;0.0;-3.8
12.01.2016 04:00;71.3;3.0;0.20;1.6;3309.9;;3.6;4.5;0.6;-2.8
12.01.2016 05:00;67.3;6.0;0.20;1.1;3994.7;;10.3;4.3;0.1;-3.5
12.01.2016 06:00;60.9;13.2;0.20;0.9;4345.1;;24.3;4.7;0.1;-3.7
12.01.2016 07:00;53.4;21.2;0.30;2.3;6998.8;;41.3;4.7;0.4;-3.1
12.01.2016 08:00;48.5;30.7;0.30;2.8;9149.1;;56.8;4.6;0.6;-3.0
12.01.2016 09:00;39.3;40.8;0.30;3.8;13822.1;;84.4;4.7;0.4;0.5
12.01.2016 10:00;43.7;31.6;0.30;2.6;12582.3;;67.9;4.5;0.4;33.4
12.01.2016 11:00;42.3;34.2;0.30;4.4;12226.9;;69.4;4.9;0.3;116.2
12.01.2016 12:00;45.0;27.4;0.30;6.3;12264.2;;52.2;5.7;0.0;220.8
12.01.2016 13:00;46.9;23.6;0.30;5.7;12489.9;;38.8;5.8;0.0;153.7
12.01.2016 14:00;45.6;27.9;0.30;5.6;12268.3;;49.7;6.3;0.0;102.2
